"","V1","V2","V3","V4","V5","V6"
"325","Spicara smaris","Least Concern",1308287,"Perciformes","Sparidae","Y"
"326","Centracanthus cirrus","Least Concern",1308498,"Perciformes","Sparidae","Y"
"327","Spicara alta","Least Concern",1308739,"Perciformes","Sparidae","Y"
"328","Spicara melanurus","Least Concern",1308950,"Perciformes","Sparidae","Y"
"329","Spicara martinicus","Data Deficient",1309077,"Perciformes","Sparidae","Y"
"330","Ambassis nalua","Least Concern",1340093,"Perciformes","Ambassidae","Y"
"331","Ambassis interrupta","Least Concern",1340828,"Perciformes","Ambassidae","Y"
"332","Pomadasys argenteus","Least Concern",1341100,"Perciformes","Haemulidae","Y"
"333","Chelonodon patoca","Least Concern",1341720,"Tetraodontiformes","Tetraodontidae","Y"
"334","Channa micropeltes","Least Concern",1342060,"Perciformes","Channidae",NA
"335","Entomacrodus vermiculatus","Least Concern",1342518,"Perciformes","Blenniidae","Y"
"336","Lutjanus johnii","Least Concern",1343500,"Perciformes","Lutjanidae","Y"
"337","Zenarchopterus dispar","Least Concern",1343837,"Beloniformes","Zenarchopteridae","Y"
"338","Hypsibarbus oatesii","Data Deficient",1416554,"Cypriniformes","Cyprinidae",NA
"339","Poblana alchichica","Critically Endangered",1494264,"Atheriniformes","Atherinopsidae",NA
"340","Poblana ferdebueni","Critically Endangered",1494296,"Atheriniformes","Atherinopsidae",NA
"341","Poblana letholepis","Critically Endangered",1494351,"Atheriniformes","Atherinopsidae",NA
"342","Poblana squamata","Critically Endangered",1494618,"Atheriniformes","Atherinopsidae",NA
"343","Ctenochaetus strigosus","Least Concern",1500072,"Perciformes","Acanthuridae","Y"
"344","Naso lituratus","Least Concern",1500256,"Perciformes","Acanthuridae","Y"
"345","Naso tonganus","Least Concern",1500716,"Perciformes","Acanthuridae","Y"
"346","Prionurus scalprum","Data Deficient",1501131,"Perciformes","Acanthuridae","Y"
"347","Acanthurus coeruleus","Least Concern",1501275,"Perciformes","Acanthuridae","Y"
"348","Naso reticulatus","Data Deficient",1501681,"Perciformes","Acanthuridae","Y"
"349","Ctenochaetus binotatus","Least Concern",1501829,"Perciformes","Acanthuridae","Y"
"350","Prionurus chrysurus","Data Deficient",1502318,"Perciformes","Acanthuridae","Y"
"351","Acanthurus maculiceps","Least Concern",1502445,"Perciformes","Acanthuridae","Y"
"352","Ctenochaetus cyanocheilus","Least Concern",1502745,"Perciformes","Acanthuridae","Y"
"353","Acanthurus fowleri","Least Concern",1503075,"Perciformes","Acanthuridae","Y"
"354","Acanthurus achilles","Least Concern",1503262,"Perciformes","Acanthuridae","Y"
"355","Acanthurus nubilus","Least Concern",1503615,"Perciformes","Acanthuridae","Y"
"356","Naso fageni","Least Concern",1503835,"Perciformes","Acanthuridae","Y"
"357","Naso mcdadei","Least Concern",1504075,"Perciformes","Acanthuridae","Y"
"358","Ctenochaetus marginatus","Least Concern",1504292,"Perciformes","Acanthuridae","Y"
"359","Acanthurus triostegus","Least Concern",1504553,"Perciformes","Acanthuridae","Y"
"360","Acanthurus chronixis","Vulnerable",1505213,"Perciformes","Acanthuridae","Y"
"361","Acanthurus mata","Least Concern",1505359,"Perciformes","Acanthuridae","Y"
"362","Naso caeruleacauda","Least Concern",1505905,"Perciformes","Acanthuridae","Y"
"363","Acanthurus nigricans","Least Concern",1506081,"Perciformes","Acanthuridae","Y"
"364","Naso unicornis","Least Concern",1506556,"Perciformes","Acanthuridae","Y"
"365","Acanthurus blochii","Least Concern",1507181,"Perciformes","Acanthuridae","Y"
"366","Paracanthurus hepatus","Least Concern",1507676,"Perciformes","Acanthuridae","Y"
"367","Zebrasoma gemmatum","Data Deficient",1508182,"Perciformes","Acanthuridae","Y"
"368","Acanthurus auranticavus","Least Concern",1508352,"Perciformes","Acanthuridae","Y"
"369","Naso minor","Least Concern",1508588,"Perciformes","Acanthuridae","Y"
"370","Acanthurus reversus","Least Concern",1508812,"Perciformes","Acanthuridae","Y"
"371","Acanthurus japonicus","Least Concern",1508957,"Perciformes","Acanthuridae","Y"
"372","Acanthurus bariene","Least Concern",1509145,"Perciformes","Acanthuridae","Y"
"373","Naso lopezi","Least Concern",1509470,"Perciformes","Acanthuridae","Y"
"374","Naso thynnoides","Least Concern",1509761,"Perciformes","Acanthuridae","Y"
"375","Acanthurus dussumieri","Least Concern",1510126,"Perciformes","Acanthuridae","Y"
"376","Acanthurus chirurgus","Least Concern",1510626,"Perciformes","Acanthuridae","Y"
"377","Naso brachycentron","Least Concern",1511074,"Perciformes","Acanthuridae","Y"
"378","Acanthurus polyzona","Data Deficient",1511423,"Perciformes","Acanthuridae","Y"
"379","Acanthurus bahianus","Least Concern",1511595,"Perciformes","Acanthuridae","Y"
"380","Ctenochaetus tominiensis","Least Concern",1512001,"Perciformes","Acanthuridae","Y"
"381","Acanthurus sohal","Least Concern",1512212,"Perciformes","Acanthuridae","Y"
"382","Naso annulatus","Least Concern",1512439,"Perciformes","Acanthuridae","Y"
"383","Acanthurus xanthopterus","Least Concern",1512937,"Perciformes","Acanthuridae","Y"
"384","Naso brevirostris","Least Concern",1513480,"Perciformes","Acanthuridae","Y"
"385","Acanthurus olivaceus","Least Concern",1514102,"Perciformes","Acanthuridae","Y"
"386","Ctenochaetus truncatus","Least Concern",1514533,"Perciformes","Acanthuridae","Y"
"387","Acanthurus lineatus","Least Concern",1514809,"Perciformes","Acanthuridae","Y"
"388","Acanthurus leucocheilus","Least Concern",1515329,"Perciformes","Acanthuridae","Y"
"389","Acanthurus guttatus","Least Concern",1515633,"Perciformes","Acanthuridae","Y"
"390","Acanthurus tennentii","Least Concern",1516035,"Perciformes","Acanthuridae","Y"
"391","Acanthurus tristis","Least Concern",1516342,"Perciformes","Acanthuridae","Y"
"392","Acanthurus nigroris","Least Concern",1516566,"Perciformes","Acanthuridae","Y"
"393","Acanthurus leucosternon","Least Concern",1516737,"Perciformes","Acanthuridae","Y"
"394","Zebrasoma rostratum","Data Deficient",1517043,"Perciformes","Acanthuridae","Y"
"395","Naso hexacanthus","Least Concern",1517273,"Perciformes","Acanthuridae","Y"
"396","Naso tuberosus","Data Deficient",1517869,"Perciformes","Acanthuridae","Y"
"397","Naso elegans","Least Concern",1518077,"Perciformes","Acanthuridae","Y"
"398","Zebrasoma scopas","Least Concern",1518420,"Perciformes","Acanthuridae","Y"
"399","Acanthurus grammoptilus","Least Concern",1518945,"Perciformes","Acanthuridae","Y"
"400","Acanthurus albipectoralis","Least Concern",1519102,"Perciformes","Acanthuridae","Y"
"401","Acanthurus thompsoni","Least Concern",1519287,"Perciformes","Acanthuridae","Y"
"402","Zebrasoma xanthurum","Least Concern",1519810,"Perciformes","Acanthuridae","Y"
"403","Acanthurus leucopareius","Least Concern",1520517,"Perciformes","Acanthuridae","Y"
"404","Ctenochaetus striatus","Least Concern",1520757,"Perciformes","Acanthuridae","Y"
"405","Naso caesius","Least Concern",1521341,"Perciformes","Acanthuridae","Y"
"406","Ctenochaetus hawaiiensis","Least Concern",1521640,"Perciformes","Acanthuridae","Y"
"407","Zebrasoma flavescens","Least Concern",1521949,"Perciformes","Acanthuridae","Y"
"408","Prionurus microlepidotus","Least Concern",1522202,"Perciformes","Acanthuridae","Y"
"409","Acanthurus nigricauda","Least Concern",1522347,"Perciformes","Acanthuridae","Y"
"410","Ctenochaetus flavicauda","Least Concern",1522865,"Perciformes","Acanthuridae","Y"
"411","Acanthurus nigrofuscus","Least Concern",1523035,"Perciformes","Acanthuridae","Y"
"412","Naso maculatus","Least Concern",1523627,"Perciformes","Acanthuridae","Y"
"413","Prionurus biafraensis","Least Concern",1523812,"Perciformes","Acanthuridae","Y"
"414","Acanthurus pyroferus","Least Concern",1523952,"Perciformes","Acanthuridae","Y"
"415","Acanthurus monroviae","Least Concern",1524335,"Perciformes","Acanthuridae","Y"
"416","Zebrasoma desjardinii","Least Concern",1524628,"Perciformes","Acanthuridae","Y"
"417","Prionurus maculatus","Least Concern",1524949,"Perciformes","Acanthuridae","Y"
"418","Centropomus armatus","Least Concern",1525469,"Perciformes","Centropomidae","Y"
"419","Centropomus medius","Least Concern",1525715,"Perciformes","Centropomidae","Y"
"420","Centropomus robalito","Least Concern",1526216,"Perciformes","Centropomidae","Y"
"421","Centropomus viridis","Least Concern",1526469,"Perciformes","Centropomidae","Y"
"422","Poecilia latipunctata","Data Deficient",1531379,"Cyprinodontiformes","Poeciliidae",NA
"423","Poecilia sulphuraria","Endangered",1531411,"Cyprinodontiformes","Poeciliidae",NA
"424","Poeciliopsis monacha","Endangered",1532241,"Cyprinodontiformes","Poeciliidae",NA
"425","Enneapterygius rhabdotus","Least Concern",1544018,"Perciformes","Tripterygiidae","Y"
"426","Enneapterygius cheni","Least Concern",1544170,"Perciformes","Tripterygiidae","Y"
"427","Enneapterygius clea","Least Concern",1544283,"Perciformes","Tripterygiidae","Y"
"428","Ucla xenogrammus","Least Concern",1544399,"Perciformes","Tripterygiidae","Y"
"429","Enneapterygius kosiensis","Least Concern",1544631,"Perciformes","Tripterygiidae","Y"
"430","Enneapterygius flavoccipitis","Least Concern",1544745,"Perciformes","Tripterygiidae","Y"
"431","Bellapiscis lesleyae","Least Concern",1544915,"Perciformes","Tripterygiidae","Y"
"432","Heteroclinus heptaeolus","Least Concern",1545028,"Perciformes","Clinidae","Y"
"433","Enneanectes pectoralis","Least Concern",1545158,"Perciformes","Tripterygiidae","Y"
"434","Heteroclinus kuiteri","Least Concern",1545332,"Perciformes","Clinidae","Y"
"435","Myxodes ornatus","Data Deficient",1545459,"Perciformes","Clinidae","Y"
"436","Heteroclinus wilsoni","Least Concern",1545576,"Perciformes","Clinidae","Y"
"437","Gibbonsia montereyensis","Least Concern",1545697,"Perciformes","Clinidae","Y"
"438","Heteroclinus adelaidae","Least Concern",1545830,"Perciformes","Clinidae","Y"
"439","Forsterygion lapillum","Least Concern",1545966,"Perciformes","Tripterygiidae","Y"
"440","Apopterygion oculus","Least Concern",1546068,"Perciformes","Tripterygiidae","Y"
"441","Pavoclinus myae","Least Concern",1546189,"Perciformes","Clinidae","Y"
"442","Helcogramma nesion","Least Concern",1546311,"Perciformes","Tripterygiidae","Y"
"443","Enneapterygius ornatus","Least Concern",1546401,"Perciformes","Tripterygiidae","Y"
"444","Helcogramma vulcana","Least Concern",1546509,"Perciformes","Tripterygiidae","Y"
"445","Enneanectes boehlkei","Least Concern",1546594,"Perciformes","Tripterygiidae","Y"
"446","Enneapterygius randalli","Least Concern",1546789,"Perciformes","Tripterygiidae","Y"
"447","Helcogramma ellioti","Least Concern",1546874,"Perciformes","Tripterygiidae","Y"
"448","Enneapterygius fuscoventer","Least Concern",1547015,"Perciformes","Tripterygiidae","Y"
"449","Acanthanectes rufus","Least Concern",1547164,"Perciformes","Tripterygiidae","Y"
"450","Enneapterygius similis","Least Concern",1547267,"Perciformes","Tripterygiidae","Y"
"451","Helcogramma alkamr","Least Concern",1547384,"Perciformes","Tripterygiidae","Y"
"452","Gibbonsia metzi","Least Concern",1547499,"Perciformes","Clinidae","Y"
"453","Clinus agilis","Least Concern",1547635,"Perciformes","Clinidae","Y"
"454","Enneanectes atrorus","Least Concern",1547756,"Perciformes","Tripterygiidae","Y"
"455","Enneapterygius atriceps","Least Concern",1547937,"Perciformes","Tripterygiidae","Y"
"456","Helcogramma randalli","Least Concern",1548066,"Perciformes","Tripterygiidae","Y"
"457","Pavoclinus litorafontis","Least Concern",1548158,"Perciformes","Clinidae","Y"
"458","Ophiclinops pardalis","Data Deficient",1548286,"Perciformes","Clinidae","Y"
"459","Springerichthys bapturus","Least Concern",1548448,"Perciformes","Tripterygiidae","Y"
"460","Gibbonsia elegans","Least Concern",1548553,"Perciformes","Clinidae","Y"
"461","Helcogramma kranos","Least Concern",1548683,"Perciformes","Tripterygiidae","Y"
"462","Pavoclinus mentalis","Least Concern",1548775,"Perciformes","Clinidae","Y"
"463","Enneapterygius signicauda","Least Concern",1548899,"Perciformes","Tripterygiidae","Y"
"464","Ophiclinus ningulus","Least Concern",1549011,"Perciformes","Clinidae","Y"
"465","Heteroclinus macrophthalmus","Least Concern",1549151,"Perciformes","Clinidae","Y"
"466","Clinus helenae","Least Concern",1549278,"Perciformes","Clinidae","Y"
"467","Enneapterygius tutuilae","Least Concern",1549392,"Perciformes","Tripterygiidae","Y"
"468","Blennophis striatus","Least Concern",1549674,"Perciformes","Clinidae","Y"
"469","Enneapterygius kermadecensis","Least Concern",1549801,"Perciformes","Tripterygiidae","Y"
"470","Heteroclinus eckloniae","Least Concern",1549923,"Perciformes","Clinidae","Y"
"471","Heteroclinus puellarum","Least Concern",1550041,"Perciformes","Clinidae","Y"
"472","Enneapterygius niger","Least Concern",1550164,"Perciformes","Tripterygiidae","Y"
"473","Enneanectes smithi","Vulnerable",1550291,"Perciformes","Tripterygiidae","Y"
"474","Trinorfolkia cristata","Least Concern",1550389,"Perciformes","Tripterygiidae","Y"
"475","Enneapterygius hollemani","Least Concern",1550483,"Perciformes","Tripterygiidae","Y"
"476","Cirrhibarbis capensis","Least Concern",1550597,"Perciformes","Clinidae","Y"
"477","Sticharium dorsale","Least Concern",1550718,"Perciformes","Clinidae","Y"
"478","Pavoclinus laurentii","Least Concern",1550891,"Perciformes","Clinidae","Y"
"479","Matanui bathytaton","Least Concern",1551021,"Perciformes","Tripterygiidae","Y"
"480","Heteroclinus johnstoni","Least Concern",1551130,"Perciformes","Clinidae","Y"
"481","Lepidoblennius marmoratus","Least Concern",1551377,"Perciformes","Tripterygiidae","Y"
"482","Bellapiscis medius","Least Concern",1551471,"Perciformes","Tripterygiidae","Y"
"483","Helcogramma fuscipectoris","Least Concern",1551584,"Perciformes","Tripterygiidae","Y"
"484","Enneapterygius bahasa","Least Concern",1551732,"Perciformes","Tripterygiidae","Y"
"485","Springerichthys kulbickii","Least Concern",1551886,"Perciformes","Tripterygiidae","Y"
"486","Clinus woodi","Least Concern",1552022,"Perciformes","Clinidae","Y"
"487","Blennioclinus brachycephalus","Least Concern",1552152,"Perciformes","Clinidae","Y"
"488","Enneapterygius sheni","Data Deficient",1552282,"Perciformes","Tripterygiidae","Y"
"489","Norfolkia leeuwin","Least Concern",1552372,"Perciformes","Tripterygiidae","Y"
"490","Enneapterygius pyramis","Least Concern",1552464,"Perciformes","Tripterygiidae","Y"
"491","Enneapterygius ventermaculus","Least Concern",1552597,"Perciformes","Tripterygiidae","Y"
"492","Enneapterygius melanospilus","Least Concern",1552712,"Perciformes","Tripterygiidae","Y"
"493","Trianectes bucephalus","Least Concern",1552829,"Perciformes","Tripterygiidae","Y"
"494","Gilloblennius abditus","Least Concern",1552923,"Perciformes","Tripterygiidae","Y"
"495","Clinus venustris","Least Concern",1553026,"Perciformes","Clinidae","Y"
"496","Enneapterygius triserialis","Least Concern",1553147,"Perciformes","Tripterygiidae","Y"
"497","Notoclinops segmentatus","Least Concern",1553376,"Perciformes","Tripterygiidae","Y"
"498","Helcogramma solorensis","Data Deficient",1553470,"Perciformes","Tripterygiidae","Y"
"499","Enneapterygius obscurus","Least Concern",1553555,"Perciformes","Tripterygiidae","Y"
"500","Pavoclinus smalei","Least Concern",1553677,"Perciformes","Clinidae","Y"
"501","Forsterygion maryannae","Least Concern",1553799,"Perciformes","Tripterygiidae","Y"
"502","Notoclinus fenestratus","Least Concern",1553904,"Perciformes","Tripterygiidae","Y"
"503","Clinus berrisfordi","Least Concern",1554001,"Perciformes","Clinidae","Y"
"504","Cristiceps aurantiacus","Least Concern",1554122,"Perciformes","Clinidae","Y"
"505","Helcogramma rharhabe","Least Concern",1554260,"Perciformes","Tripterygiidae","Y"
"506","Pavoclinus profundus","Least Concern",1554372,"Perciformes","Clinidae","Y"
"507","Clinus rotundifrons","Least Concern",1554613,"Perciformes","Clinidae","Y"
"508","Enneapterygius paucifasciatus","Least Concern",1554737,"Perciformes","Tripterygiidae","Y"
"509","Enneanectes altivelis","Least Concern",1554829,"Perciformes","Tripterygiidae","Y"
"510","Helcogramma rhinoceros","Least Concern",1555025,"Perciformes","Tripterygiidae","Y"
"511","Clinus nematopterus","Least Concern",1555177,"Perciformes","Clinidae","Y"
"512","Helcogramma obtusirostris","Least Concern",1555295,"Perciformes","Tripterygiidae","Y"
"513","Enneapterygius genamaculatus","Least Concern",1555485,"Perciformes","Tripterygiidae","Y"
"514","Cremnochorites capensis","Least Concern",1555586,"Perciformes","Tripterygiidae","Y"
"515","Helcogramma larvata","Data Deficient",1555688,"Perciformes","Tripterygiidae","Y"
"516","Enneapterygius pallidoserialis","Least Concern",1555812,"Perciformes","Tripterygiidae","Y"
"517","Enneapterygius rufopileus","Least Concern",1555938,"Perciformes","Tripterygiidae","Y"
"518","Notoclinops yaldwyni","Least Concern",1556173,"Perciformes","Tripterygiidae","Y"
"519","Helcogramma hudsoni","Least Concern",1556278,"Perciformes","Tripterygiidae","Y"
"520","Forsterygion flavonigrum","Least Concern",1556413,"Perciformes","Tripterygiidae","Y"
"521","Enneapterygius williamsi","Least Concern",1556517,"Perciformes","Tripterygiidae","Y"
"522","Norfolkia brachylepis","Least Concern",1556629,"Perciformes","Tripterygiidae","Y"
"523","Cryptichthys jojettae","Least Concern",1556848,"Perciformes","Tripterygiidae","Y"
"524","Fucomimus mus","Least Concern",1556958,"Perciformes","Clinidae","Y"
"525","Notoclinops caerulepunctus","Least Concern",1557076,"Perciformes","Tripterygiidae","Y"
"526","Helcogrammoides cunninghami","Least Concern",1557179,"Perciformes","Tripterygiidae","Y"
"527","Clinus cottoides","Least Concern",1557283,"Perciformes","Clinidae","Y"
"528","Ruanoho decemdigitatus","Least Concern",1557404,"Perciformes","Tripterygiidae","Y"
"529","Clinus latipennis","Endangered",1557506,"Perciformes","Clinidae","Y"
"530","Helcogramma novaecaledoniae","Least Concern",1557653,"Perciformes","Tripterygiidae","Y"
"531","Enneapterygius nanus","Least Concern",1557751,"Perciformes","Tripterygiidae","Y"
